date,fng_value,fng_class,open,high,low,close,volume,close_t+1,close_change,close_t+1_change,sma_3d,sma_7d,sma_14d,ema_5d,ema_10d,ema_21d,std_14d,upper_band,lower_band,rsi,close_dir,high_dir,low_dir,volume_dir,target,fng_change,year,month,day,day_of_week
2019-05-23,65,Greed,7677.26904296875,7943.79150390625,7533.19677734375,7881.8466796875,24457107820,7987.37158203125,201.7802734375,105.52490234375,7841.746907552083,7759.4775390625,7626.553083147322,7827.241102603954,7664.943492642509,7152.658957837013,524.2221205541174,8674.997324255557,6578.108842039087,49.93223315942149,1,0,0,0,1,-4.0,2019,5,23,3
2019-05-24,64,Greed,7881.6953125,8140.7197265625,7824.44873046875,7987.37158203125,25919126991,8052.5439453125,105.52490234375,65.17236328125,7849.761555989583,7851.402692522322,7741.447544642857,7880.617929079719,7723.566781622279,7228.541923672852,388.401982692898,8518.251510028653,6964.643579257061,67.63820715031596,1,1,1,1,1,-1.0,2019,5,24,4
2019-05-25,69,Greed,7991.88525390625,8117.92578125,7965.97607421875,8052.5439453125,22256813107,8673.2158203125,65.17236328125,620.671875,7973.920735677083,7963.022112165178,7802.002720424107,7937.926601157313,7783.380811384137,7303.451198367366,363.5881089414914,8529.17893830709,7074.826502541124,71.5056607425088,1,0,1,0,1,5.0,2019,5,25,5
2019-05-26,67,Greed,8055.2060546875,8687.5205078125,7924.67041015625,8673.2158203125,26677970091,8805.7783203125,620.671875,132.5625,8237.71044921875,8030.954450334822,7923.491594587053,8183.023007542375,7945.168994825657,7427.975254907832,348.91511602925317,8621.32182664556,7225.661362528547,65.73785528538212,1,1,0,1,1,-2.0,2019,5,26,6
2019-05-27,70,Greed,8674.072265625,8907.1748046875,8668.705078125,8805.7783203125,27949839564,8719.9619140625,132.5625,-85.81640625,8510.5126953125,8149.164341517857,7994.267543247768,8390.608111799083,8101.643417641447,7553.230079035529,418.7118125665893,8831.691168380947,7156.8439181145895,79.05532396128054,1,1,1,1,0,3.0,2019,5,27,0
2019-05-28,71,Greed,8802.7578125,8807.0166015625,8634.7216796875,8719.9619140625,24226919267,8659.4873046875,-85.81640625,-60.474609375,8732.9853515625,8257.254952566964,8046.092250279018,8500.392712553556,8214.064962445274,7659.296609492526,461.4513608788502,8968.994972036719,7123.189528521318,75.30905694879576,0,0,0,0,0,1.0,2019,5,28,1
2019-05-29,71,Greed,8718.591796875,8755.8525390625,8482.728515625,8659.4873046875,23473479966,8319.47265625,-60.474609375,-340.0146484375,8728.4091796875,8397.17222377232,8078.54363141741,8553.424243264872,8295.050842852952,7750.2230363284325,488.67094313020397,9055.885517677818,7101.201745157003,88.49916048063348,0,0,0,0,0,0.0,2019,5,29,2
2019-05-30,73,Greed,8661.7607421875,9008.314453125,8221.2734375,8319.47265625,29246528551,8574.501953125,-340.0146484375,255.029296875,8566.307291666666,8459.690220424107,8109.583879743303,8475.440380926582,8299.491172561506,7801.9730017758475,489.22657284118316,9088.03702542567,7131.130734060937,65.51604028300312,0,1,0,1,1,2.0,2019,5,30,3
2019-05-31,61,Greed,8320.2861328125,8586.6591796875,8172.55078125,8574.501953125,25365190957,8564.0166015625,255.029296875,-10.4853515625,8517.820638020834,8543.565987723214,8197.484340122768,8508.460904992722,8349.493132663958,7872.202906443952,450.05585750925206,9097.596055141272,7297.372625104264,68.82139752331537,1,0,0,0,0,-12.0,2019,5,31,4
2019-06-01,62,Greed,8573.83984375,8625.6005859375,8481.578125,8564.0166015625,22488303544,8742.9580078125,-10.4853515625,178.94140625,8485.9970703125,8616.633510044643,8289.827811104911,8526.979470515982,8388.49739973642,7935.095060545638,371.082532332981,9031.992875770873,7547.662746438949,66.99182961582584,0,1,1,0,1,1.0,2019,6,1,5
2019-06-02,63,Greed,8565.4736328125,8809.3037109375,8561.2353515625,8742.9580078125,20266216022,8208.9951171875,178.94140625,-533.962890625,8627.158854166666,8626.5966796875,8328.775565011161,8598.972316281488,8452.944783022978,8008.537146660808,388.8572714338549,9106.490107878872,7551.061022143452,53.27944131574404,1,1,1,0,0,1.0,2019,6,2,6
2019-06-03,66,Greed,8741.7470703125,8743.5,8204.185546875,8208.9951171875,22004511436,7707.77099609375,-533.962890625,-501.22412109375,8505.3232421875,8541.34193638393,8345.253138950893,8468.979916583492,8408.590298325618,8026.76059852687,377.5884167366678,9100.429972424228,7590.076305477558,29.628143088971242,0,0,0,1,0,3.0,2019,6,3,0
2019-06-04,42,Fear,8210.9853515625,8210.9853515625,7564.48876953125,7707.77099609375,24609731549,7824.2314453125,-501.22412109375,116.46044921875,8219.908040364584,8396.743233816964,8326.999093191964,8215.24360975358,8281.168607010732,7997.761543760223,402.80751391783286,9132.61412102763,7521.384065356298,23.0819234122432,0,0,0,1,1,-24.0,2019,6,4,1
2019-06-05,27,Fear,7704.34326171875,7901.84912109375,7668.66845703125,7824.2314453125,21760923463,7822.0234375,116.46044921875,-2.2080078125,7913.665852864583,8277.420968191964,8337.296595982143,8084.906221606553,8198.089123065598,7981.986080264975,386.50997389070835,9110.31654376356,7564.276648200726,28.429625968117378,1,0,1,0,0,-15.0,2019,6,5,2
2019-06-06,34,Fear,7819.63330078125,7937.3408203125,7571.47119140625,7822.0234375,19474611077,8043.951171875,-2.2080078125,221.927734375,7784.67529296875,8206.35679408482,8333.023507254464,7997.278626904369,8129.713543871852,7967.444021831795,392.2210572249426,9117.465621704348,7548.581392804578,34.438289674589456,0,1,0,0,1,7.0,2019,6,6,3
2019-06-07,27,Fear,7826.9013671875,8126.1533203125,7788.37353515625,8043.951171875,19141423231,7954.1279296875,221.927734375,-89.8232421875,7896.7353515625,8130.563825334822,8337.064906529018,8012.836141894581,8114.120385326969,7974.399217290268,388.6608716978718,9114.386649924762,7559.743163133275,33.05176958712234,1,1,1,0,0,-7.0,2019,6,7,4
2019-06-08,62,Greed,8036.77490234375,8076.89111328125,7837.61083984375,7954.1279296875,16522722810,7688.0771484375,-89.8232421875,-266.05078125,7940.0341796875,8043.436872209822,8330.035191127232,7993.266737825555,8085.030847937974,7972.556372962744,395.0405301247801,9120.116251376792,7539.954130877672,31.457253697557675,0,0,1,0,0,35.0,2019,6,8,5
2019-06-09,62,Greed,7949.6748046875,7975.97412109375,7583.2197265625,7688.0771484375,16610726547,8000.32958984375,-266.05078125,312.25244140625,7895.385416666667,7892.739606584822,8259.668143136161,7891.536874696204,8012.857448028796,7946.69462527863,416.37235091283435,9092.41284496183,7426.923441310492,19.541291336593332,0,0,0,1,1,0.0,2019,6,9,6
2019-06-10,46,Fear,7692.28466796875,8031.90966796875,7586.73095703125,8000.32958984375,18689275117,7927.71435546875,312.25244140625,-72.615234375,7880.844889322917,7862.930245535715,8202.13609095982,7927.80111307872,8010.5796556315145,7951.570531148187,389.9149997196034,8981.966090399028,7422.306091520614,43.090301907500745,1,1,1,1,0,-16.0,2019,6,10,0
2019-06-11,61,Greed,8004.24365234375,8026.39404296875,7772.8037109375,7927.71435546875,17107279932,8145.857421875,-72.615234375,218.14306640625,7872.040364583333,7894.350725446428,8145.546979631697,7927.772193875397,7995.513237420102,7949.401787904602,365.7205018997731,8876.987983431243,7414.10597583215,60.16996450794281,0,0,1,0,1,15.0,2019,6,11,1
2019-06-12,60,Greed,7925.43408203125,8196.6484375,7862.35986328125,8145.857421875,19034432883,8230.923828125,218.14306640625,85.06640625,8024.6337890625,7940.297293526785,8108.859130859375,8000.467269875266,8022.848543684628,7967.2613909928195,334.6399643725096,8778.139059604395,7439.579202114356,63.593423547543246,1,1,1,1,1,-1.0,2019,6,12,2
2019-06-13,63,Greed,8145.54541015625,8311.5673828125,8087.06103515625,8230.923828125,18669407147,8693.8330078125,85.06640625,462.9091796875,8101.49853515625,7998.711635044643,8102.534214564732,8077.286122625177,8060.680413582877,7991.230703459381,331.1718638333661,8764.877942231464,7440.190486898,66.1508493666394,1,1,1,0,1,3.0,2019,6,13,3
2019-06-14,67,Greed,8230.8984375,8710.63671875,8183.39306640625,8693.8330078125,19831162906,8838.375,462.9091796875,144.5419921875,8356.871419270834,8091.551897321428,8111.057861328125,8282.801751020952,8175.799067079172,8055.103640218756,345.4802705075672,8802.01840234326,7420.097320312991,71.56410297953694,1,1,1,1,1,4.0,2019,6,14,4
2019-06-15,75,Greed,8689.74609375,8859.1279296875,8618.3955078125,8838.375,18371033226,8994.48828125,144.5419921875,156.11328125,8587.710611979166,8217.87290736607,8130.654889787947,8467.992834013969,8296.267418519323,8126.3101274715955,379.2784663560856,8889.211822500118,7372.097957075775,78.31259298449024,1,1,1,0,1,8.0,2019,6,15,5
2019-06-16,80,Extreme Greed,8841.4404296875,9335.8671875,8814.556640625,8994.48828125,23348550311,9320.3525390625,156.11328125,325.8642578125,8842.232096354166,8404.50306919643,8148.621337890625,8643.49131642598,8423.216666288537,8205.235414178724,414.8078266634939,8978.236991217613,7319.005684563637,94.99771608247936,1,1,1,1,1,5.0,2019,6,16,6
2019-06-17,84,Extreme Greed,8988.923828125,9416.4072265625,8988.923828125,9320.3525390625,15562951919,9081.7626953125,325.8642578125,-238.58984375,9051.071940104166,8593.07777622768,8228.004010881696,8869.111723971488,8586.332279520168,8306.609698259068,520.2025065426964,9268.409023967088,7187.598997796303,95.04418597598871,1,1,1,0,0,4.0,2019,6,17,0
2019-06-18,83,Extreme Greed,9335.466796875,9348.3740234375,9004.9013671875,9081.7626953125,15848210536,9273.521484375,-238.58984375,191.7587890625,9132.201171875,8757.941824776786,8326.146275111607,8939.995381085158,8676.410536936955,8377.078152536653,543.5887350069656,9413.323745125537,7238.968805097676,85.37360566698246,0,0,1,1,1,-1.0,2019,6,18,1
2019-06-19,82,Extreme Greed,9078.7275390625,9299.62109375,9070.3955078125,9273.521484375,15546809946,9527.16015625,191.7587890625,253.638671875,9225.212239583334,8919.036690848214,8429.6669921875,9051.170748848439,8784.976163743873,8458.573000885594,577.5893546192993,9584.845701426098,7274.4882829489015,85.13314185571025,1,0,1,0,1,-1.0,2019,6,19,2
2019-06-20,81,Extreme Greed,9273.060546875,9594.419921875,9232.484375,9527.16015625,17846823784,10144.556640625,253.638671875,617.396484375,9294.148111979166,9104.213309151786,8551.462472098214,9209.83388464896,8919.918707835895,8555.717287736903,617.9684846358754,9787.399441369964,7315.525502826463,86.54631278572758,1,1,1,1,1,-1.0,2019,6,20,3
2019-06-21,84,Extreme Greed,9525.07421875,10144.556640625,9525.07421875,10144.556640625,20624008643,10701.69140625,617.396484375,557.134765625,9648.412760416666,9311.459542410714,8701.50571986607,9521.408136640974,9142.580150161186,8700.157228908549,730.1056439453263,10161.717007756723,7241.294431975418,87.62438752834731,1,1,1,1,1,3.0,2019,6,21,4
2019-06-22,83,Extreme Greed,10175.923828125,11157.345703125,10107.03515625,10701.69140625,29995204861,10855.37109375,557.134765625,153.6796875,10124.469401041666,9577.64760044643,8897.76025390625,9914.835893177316,9426.054923995514,8882.114881394134,869.6883922989955,10637.137038504241,7158.383469308259,89.80601401612572,1,1,1,1,1,-1.0,2019,6,22,5
2019-06-23,84,Extreme Greed,10696.69140625,11246.14453125,10556.095703125,10855.37109375,20998326502,11011.1025390625,153.6796875,155.7314453125,10567.206380208334,9843.488002232143,9123.995535714286,10228.347626701545,9685.930591223601,9061.501809790123,939.9265946144394,11003.848724943166,7244.142346485407,89.79540351252372,1,1,1,0,1,1.0,2019,6,23,6
2019-06-24,80,Extreme Greed,10853.744140625,11065.896484375,10610.427734375,11011.1025390625,19271652365,11790.9169921875,155.7314453125,779.814453125,10856.055013020834,10085.023716517857,9339.050746372768,10489.265930821864,9926.870945376128,9238.738239723974,1005.2198885266178,11349.490523426004,7328.610969319532,88.99457647885548,1,0,1,0,1,-4.0,2019,6,24,0
2019-06-25,87,Extreme Greed,11007.2021484375,11790.9169921875,11007.2021484375,11790.9169921875,24879684533,13016.2314453125,779.814453125,1225.314453125,11219.130208333334,10472.04575892857,9614.99379185268,10923.149617943744,10265.78840843274,9470.75448994793,1112.5101587766578,11840.014109405995,7389.973474299364,100.0,1,1,1,1,1,7.0,2019,6,25,1
2019-06-26,95,Extreme Greed,11778.5810546875,13796.4892578125,11755.59765625,13016.2314453125,45105733173,11182.806640625,1225.314453125,-1833.4248046875,11939.4169921875,11006.71861049107,9962.877650669643,11620.843560399997,10765.868960592696,9793.070576799255,1353.2171491706115,12669.311949010866,7256.443352328421,100.0,1,1,1,1,0,8.0,2019,6,26,2
2019-06-27,92,Extreme Greed,13017.125,13311.14453125,10491.8525390625,11182.806640625,39977475223,12407.33203125,-1833.4248046875,1224.525390625,11996.651692708334,11243.239536830357,10173.72642299107,11474.831253808332,10841.675811507661,9919.410218965231,1291.144939625792,12756.016302242655,7591.436543739486,65.55328980249664,0,0,0,0,1,-3.0,2019,6,27,3
2019-06-28,62,Greed,11162.16796875,12445.1748046875,10914.4951171875,12407.33203125,35087757766,11959.37109375,1224.525390625,-447.9609375,12202.123372395834,11566.4931640625,10438.976353236607,11785.664846288888,11126.34057873354,10145.584929172937,1344.0931301467479,13127.162613530103,7750.790092943111,69.0802571041592,1,0,1,0,0,-30.0,2019,6,28,4
2019-06-29,74,Greed,12400.763671875,12400.91015625,11508.37890625,11959.37109375,29923961128,10817.1552734375,-447.9609375,-1142.2158203125,11849.836588541666,11746.161690848214,10661.90464564732,11843.566928775926,11277.800672372896,10310.474580498123,1316.7424722747112,13295.389590196743,8028.419701097899,60.80397077787744,0,0,1,0,0,12.0,2019,6,29,5
2019-06-30,78,Extreme Greed,11931.9912109375,12178.3837890625,10799.0087890625,10817.1552734375,27256473494,10583.134765625,-1142.2158203125,-234.0205078125,11727.952799479166,11740.70228794643,10792.095145089286,11501.429710329785,11194.04696347555,10356.53646167443,1226.1908214195917,13244.47678792847,8339.713502250102,49.71937221643671,0,0,0,0,0,4.0,2019,6,30,6
2019-07-01,65,Greed,10796.9306640625,11206.439453125,10089.314453125,10583.134765625,29378589324,10801.677734375,-234.0205078125,218.54296875,11119.887044270834,11679.564034598214,10882.293875558036,11195.331395428191,11082.972018411814,10377.136307488117,1153.9166709360697,13190.127217430176,8574.460533685897,46.89305502915178,0,0,0,1,1,-13.0,2019,7,1,0
2019-07-02,63,Greed,10588.68359375,10912.1884765625,9737.884765625,10801.677734375,31015895223,11961.26953125,218.54296875,1159.591796875,10733.9892578125,11538.244140625,11005.144949776786,11064.11350841046,11031.827603132393,10415.730982659652,1032.6627607271248,13070.470471231036,8939.819428322537,42.1811690305502,1,0,0,1,1,-2.0,2019,7,2,1
2019-07-03,79,Extreme Greed,10818.15625,11968.078125,10818.15625,11961.26953125,30796494294,11215.4375,1159.591796875,-745.83203125,11115.360677083334,11387.53529575893,11197.126953125,11363.16551602364,11200.81704460832,10556.234487076956,930.7877573876807,13058.70246790036,9335.55143834964,41.57416650014375,1,1,1,0,0,16.0,2019,7,3,2
2019-07-04,76,Extreme Greed,11972.71875,12006.0751953125,11166.5693359375,11215.4375,25920294033,10978.4599609375,-745.83203125,-236.9775390625,11326.128255208334,11392.196847098214,11317.718191964286,11313.92284401576,11203.475309224988,10616.162033706323,797.6268048699221,12912.97180170413,9722.464582224442,50.31541483082159,0,1,1,0,0,-3.0,2019,7,4,3
2019-07-05,67,Greed,11203.1025390625,11395.6611328125,10874.96484375,10978.4599609375,23838480210,11208.55078125,-236.9775390625,230.0908203125,11385.0556640625,11188.072265625,11377.28271484375,11202.101882989675,11162.563427718173,10649.098208909158,731.690762044038,12840.664238931826,9913.901190755674,32.92922669833874,0,0,0,0,1,-9.0,2019,7,5,4
2019-07-06,72,Greed,10982.5439453125,11620.96484375,10982.5439453125,11208.55078125,21092024306,11450.8466796875,230.0908203125,242.2958984375,11134.1494140625,11080.812220982143,11413.48695591518,11204.251515743117,11170.924764723959,10699.957533667415,707.8420193448563,12829.170994604892,9997.802917225466,40.53732123630703,1,1,1,0,1,5.0,2019,7,6,5
2019-07-07,67,Greed,11217.6162109375,11541.6201171875,11148.8046875,11450.8466796875,19369044277,12285.9580078125,242.2958984375,835.111328125,11212.619140625,11171.339564732143,11456.020926339286,11286.449903724579,11221.819658353694,10768.220183305604,689.3753420503824,12834.771610440052,10077.270242238521,60.3296181304617,1,0,1,0,1,-5.0,2019,7,7,6
2019-07-08,74,Greed,11446.5966796875,12345.8330078125,11393.3740234375,12285.9580078125,23482551458,12573.8125,835.111328125,287.8544921875,11648.451822916666,11414.600027901786,11547.08203125,11619.619271753887,11415.299358255294,10906.196349169868,709.9757389805927,12967.033509211185,10127.130553288815,73.2090771026638,1,1,1,1,1,7.0,2019,7,8,0
2019-07-09,84,Extreme Greed,12284.326171875,12779.1318359375,12233.26171875,12573.8125,28167921523,12156.5126953125,287.8544921875,-417.2998046875,12103.5390625,11667.762137276786,11603.003138950893,11937.68368116926,11625.938111299785,11057.797817427152,759.7465028905146,13122.496144731922,10083.510133169864,73.70587804967263,1,1,1,1,0,10.0,2019,7,9,1
2019-07-10,83,Extreme Greed,12571.537109375,13129.529296875,11710.978515625,12156.5126953125,33627574244,11358.662109375,-417.2998046875,-797.8505859375,12338.761067708334,11695.654017857143,11541.594656808036,12010.626685883673,11722.406217483915,11157.680988144002,665.6492661640416,12872.893189136119,10210.296124479954,53.258982582050386,0,1,0,1,0,-1.0,2019,7,10,2
2019-07-11,62,Greed,12139.7138671875,12144.623046875,11158.9228515625,11358.662109375,28595327690,11815.986328125,-797.8505859375,457.32421875,12029.662434895834,11716.114676339286,11554.15576171875,11793.305160380783,11656.270925100474,11175.951999165001,659.9931718436499,12874.14210540605,10234.16941803145,52.34988559965649,0,0,0,0,1,-21.0,2019,7,11,3
2019-07-12,33,Fear,11354.2998046875,11905.4873046875,11179.14453125,11815.986328125,23534692797,11392.37890625,457.32421875,-423.607421875,11777.0537109375,11835.761300223214,11511.916782924107,11800.865549628856,11685.310089286751,11234.136938161366,618.8295707619161,12749.57592444794,10274.257641400274,62.81472870417825,1,0,1,0,0,-29.0,2019,7,12,4
2019-07-13,65,Greed,11813.126953125,11841.95703125,10908.4794921875,11392.37890625,21042616384,10256.05859375,-423.607421875,-1136.3203125,11522.342447916666,11862.0224609375,11471.41734095982,11664.703335169237,11632.04987418916,11248.52257162397,605.7075688134772,12682.832478586775,10260.002203332866,52.65544450764244,0,0,0,0,0,32.0,2019,7,13,5
2019-07-14,61,Greed,11381.0205078125,11451.2041015625,10234.576171875,10256.05859375,22486000001,10895.08984375,-1136.3203125,639.03125,11154.807942708334,11691.338448660714,11431.33900669643,11195.155088029493,11381.86964138204,11158.298573635426,667.7177995041933,12766.774605704815,10095.903407688043,36.28373031933249,0,0,0,1,1,-4.0,2019,7,14,6
2019-07-15,16,Extreme Fear,10257.8388671875,11052.7666015625,9992.0068359375,10895.08984375,25384047207,9477.6416015625,639.03125,-1417.4482421875,10847.842447916666,11492.642996651786,11453.621512276786,11095.133339936328,11293.364223630759,11134.370507282205,641.9425667151845,12737.506645707155,10169.736378846417,33.279973215067656,1,0,0,1,0,-45.0,2019,7,15,0
2019-07-16,34,Fear,10896.6533203125,10996.6328125,9448.1064453125,9477.6416015625,24151199070,9693.802734375,-1417.4482421875,216.1611328125,10209.5966796875,11050.33286830357,11359.04750279018,10555.969427145053,10963.232837800166,10983.758788580413,818.6019920810493,12996.251486952278,9721.84351862808,20.729437766984276,0,0,0,0,1,18.0,2019,7,16,1
2019-07-17,19,Extreme Fear,9471.2138671875,9963.134765625,9163.134765625,9693.802734375,24569921549,10666.482421875,216.1611328125,972.6796875,10022.178059895834,10698.517159598214,11197.08558872768,10268.580529555036,10732.427364450135,10866.49005637992,909.5453379567286,13016.176264641137,9377.994912814222,25.797619086464877,1,0,0,1,1,-15.0,2019,7,17,2
2019-07-18,40,Fear,9698.5029296875,10736.8427734375,9376.798828125,10666.482421875,25187024648,10530.732421875,972.6796875,-135.75,9945.9755859375,10599.634347098214,11157.87451171875,10401.214493661691,10720.43737489102,10848.3075441522,920.4607204074325,12998.795952533615,9316.953070903885,43.42356121148871,1,1,1,1,0,21.0,2019,7,18,3
2019-07-19,42,Fear,10653.9560546875,10716.98046875,10229.62890625,10530.732421875,20727426310,10767.1396484375,-135.75,236.4072265625,10297.005859375,10416.026646205357,11125.893973214286,10444.387136399462,10685.945565251743,10819.437078490637,934.8394450215939,12995.572863257474,9256.215083171099,36.993984878592734,0,0,1,0,1,2.0,2019,7,19,4
2019-07-20,34,Fear,10525.8193359375,11048.662109375,10451.2763671875,10767.1396484375,20206615155,10599.10546875,236.4072265625,-168.0341796875,10654.784830729166,10326.706752232143,11094.36460658482,10551.97130707881,10700.708125830972,10814.682766667624,939.2704758226864,12972.905558230193,9215.823654939448,43.423792120157216,1,1,1,0,0,-8.0,2019,7,20,5
2019-07-21,42,Fear,10777.529296875,10841.8876953125,10389.599609375,10599.10546875,17130580467,10343.1064453125,-168.0341796875,-255.9990234375,10632.325846354166,10375.713448660714,11033.525948660714,10567.68269430254,10682.234915452613,10795.084830493293,941.9848398572481,12917.49562837521,9149.556268946217,54.5310502316088,0,0,0,0,0,8.0,2019,7,21,6
2019-07-22,42,Fear,10596.9482421875,10651.791015625,10154.921875,10343.1064453125,16334414913,9900.767578125,-255.9990234375,-442.3388671875,10569.783854166666,10296.858677455357,10894.75083705357,10492.823944639194,10620.575193608955,10753.995886385948,884.6483128323191,12664.047462718208,9125.454211388933,41.88851248472004,0,0,0,0,0,0.0,2019,7,22,0
2019-07-23,40,Fear,10346.748046875,10346.748046875,9883.5947265625,9900.767578125,17851916995,9811.92578125,-442.3388671875,-88.841796875,10280.9931640625,10357.305245535714,10703.819056919643,10295.471822467796,10489.70108170278,10676.429676544045,776.1948462707328,12256.208749461108,9151.429364378178,58.71572846609728,0,0,0,1,0,-2.0,2019,7,23,1
2019-07-24,20,Extreme Fear,9887.73046875,9908.796875,9614.306640625,9811.92578125,17398734322,9911.841796875,-88.841796875,99.916015625,10018.599934895834,10374.179966517857,10536.348563058036,10134.289808728532,10366.469208893182,10597.838413335496,686.391085632358,11909.130734322753,9163.56639179332,52.567835628629126,0,0,0,0,1,-20.0,2019,7,24,2
2019-07-25,42,Fear,9809.0966796875,10154.25390625,9773.95703125,9911.841796875,15821952090,9870.3037109375,99.916015625,-41.5380859375,9874.845052083334,10266.37416294643,10433.00425502232,10060.140471444021,10283.80967943533,10535.475084566358,661.5258515889942,11756.05595820031,9109.952551844332,23.56381137182511,1,1,1,0,0,22.0,2019,7,25,3
2019-07-26,24,Extreme Fear,9913.126953125,9916.517578125,9717.982421875,9870.3037109375,14495714483,9477.677734375,-41.5380859375,-392.6259765625,9864.6904296875,10172.02720424107,10294.026925223214,9996.861551275182,10208.626776072088,10475.004959691007,542.2602691288361,11378.547463480885,9209.506386965542,25.2291276118643,0,0,0,0,0,-18.0,2019,7,26,4
2019-07-27,47,Neutral,9871.1650390625,10167.3203125,9411.521484375,9477.677734375,16817809536,9552.8603515625,-392.6259765625,75.1826171875,9753.2744140625,9987.818359375,10157.26255580357,9823.800278975123,10075.726950308981,10384.338848298643,482.04585019384336,11121.354256191258,9193.170855415883,6.708951979525736,0,1,0,1,1,23.0,2019,7,27,5
2019-07-28,16,Extreme Fear,9491.626953125,9575.544921875,9252.296875,9552.8603515625,13738687093,9519.1455078125,75.1826171875,-33.71484375,9633.613932291666,9838.354771205357,10107.034109933036,9733.486969837582,9980.660295991438,10308.749894049903,506.95223826707473,11120.938586467186,9093.129633398887,12.538908512633597,1,0,0,0,0,-31.0,2019,7,28,6
2019-07-29,19,Extreme Fear,9548.1787109375,9681.6484375,9472.9482421875,9519.1455078125,13791445323,9607.423828125,-33.71484375,88.2783203125,9516.561197916666,9720.646065848214,10008.752371651786,9662.039815829223,9896.74851632254,10236.967677119228,474.7759311409024,10958.304233933592,9059.20050936998,14.91269509904869,0,1,1,1,1,3.0,2019,7,29,0
2019-07-30,22,Extreme Fear,9522.3291015625,9701.759765625,9437.3359375,9607.423828125,13829811132,10085.6279296875,88.2783203125,478.2041015625,9559.809895833334,9678.739815848214,10018.022530691964,9643.834486594482,9844.14402755935,10179.736418119752,464.76969070240455,10947.561912096773,9088.483149287154,32.11531591607327,1,1,0,1,1,3.0,2019,7,30,1
2019-07-31,31,Fear,9604.05078125,10085.6279296875,9598.09765625,10085.6279296875,16631520648,10399.6689453125,478.2041015625,314.041015625,9737.399088541666,9717.840122767857,10046.010044642857,9791.098967625489,9888.05019158265,10171.181100989548,455.44796634930435,10956.905977341466,9135.114111944247,61.31505619356522,1,1,1,1,1,9.0,2019,7,31,2
2019-08-01,57,Greed,10077.4423828125,10446.919921875,9922.01953125,10399.6689453125,17165337858,10518.1748046875,314.041015625,118.505859375,10030.906901041666,9787.529715401786,10026.951939174107,9993.955626854493,9981.071783169895,10191.952723200726,432.4910615715096,10891.934062317127,9161.969816031087,67.13375603926872,1,1,1,1,1,26.0,2019,8,1,3
2019-08-02,61,Greed,10402.04296875,10657.953125,10371.013671875,10518.1748046875,17489094082,10821.7265625,118.505859375,303.5517578125,10334.490559895834,9880.082728794643,10026.054966517857,10168.69535279883,10078.726877991277,10221.60927606316,431.3774541578199,10888.809874833496,9163.300058202218,71.58774826463686,1,1,1,1,1,4.0,2019,8,2,4
2019-08-03,61,Greed,10519.2783203125,10946.78125,10503.5048828125,10821.7265625,15352685061,10970.1845703125,303.5517578125,148.4580078125,10579.856770833334,10072.08970424107,10029.954031808036,10386.37242269922,10213.817729720135,10276.165393011963,438.7743899299132,10907.502811667862,9152.40525194821,97.61138101807585,1,1,1,0,1,0.0,2019,8,3,5
2019-08-04,62,Greed,10821.6328125,11009.20703125,10620.2783203125,10970.1845703125,16530894787,11805.6533203125,148.4580078125,835.46875,10770.028645833334,10274.56459263393,10056.459681919643,10580.976471903647,10351.3389734642,10339.25804549383,484.6142766629591,11025.688235245561,9087.231128593725,97.72926384580778,1,1,1,1,1,1.0,2019,8,4,6
2019-08-05,64,Greed,10960.7353515625,11895.091796875,10960.7353515625,11805.6533203125,23875988832,11478.1689453125,835.46875,-327.484375,11199.188151041666,10601.208565848214,10160.927315848214,10989.202088039932,10615.759763800253,10472.566706840982,672.4116281073595,11505.750572062932,8816.104059633495,100.0,1,1,1,1,0,2.0,2019,8,5,0
2019-08-06,66,Greed,11811.544921875,12273.8212890625,11290.7314453125,11478.1689453125,23635107660,11941.96875,-327.484375,463.7998046875,11418.002278645834,10868.45786830357,10273.598842075893,11152.191040464122,10772.561433166116,10563.985092156574,752.8152480843912,11779.229338244675,8767.968345907111,87.03398752905177,0,1,1,0,1,2.0,2019,8,6,1
2019-08-07,45,Fear,11476.193359375,12036.990234375,11433.701171875,11941.96875,22194988641,11966.4072265625,463.7998046875,24.4384765625,11741.930338541666,11133.6494140625,10425.74476841518,11415.450276976082,10985.180945317732,10689.256333778703,859.9525543567058,12145.649877128591,8705.839659701767,86.95961744934343,1,0,1,0,1,-21.0,2019,8,7,2
2019-08-08,61,Greed,11954.0400390625,11979.419921875,11556.16796875,11966.4072265625,19481591730,11862.9365234375,24.4384765625,-103.470703125,11795.514973958334,11357.469168526786,10572.499441964286,11599.10259350489,11163.585723725872,10805.360960395412,937.3352824136718,12447.17000679163,8697.828877136943,85.25978581362514,1,0,1,0,0,16.0,2019,8,8,3
2019-08-09,60,Greed,11953.4697265625,11970.4580078125,11709.7451171875,11862.9365234375,18339989960,11354.0244140625,-103.470703125,-508.912109375,11923.770833333334,11549.57798549107,10714.830357142857,11687.04723681576,11290.740414582531,10901.504193399238,973.1116773723116,12661.05371188748,8768.607002398234,80.47035977539706,0,0,1,0,0,-1.0,2019,8,9,4
